683	574	563	243	768	500	568	774	395	110	316
684	595	366	368	459	518	521	562	646	432	807
791	843	846	775	108	758	31	793	740	45	617
792	842	846	775	758	31	793	740	45	617	244
793	775	868	876	702	317	822	843	846	706	763
795	652	848	843	775	842	740	45	617	244	844
796	797	609	351	848	694	534	495	880	535	843
797	634	846	652	738	244	695	9	252	847	708
798	848	721	17	362	248	389	876	652	738	169
799	846	848	740	790	9	252	708	590	163	797
800	609	244	599	876	738	847	848	645	797	362
801	848	846	634	116	590	51	617	244	143	587
802	844	843	846	842	740	45	617	244	876	702
803	708	601	844	535	843	846	775	541	189	172
804	461	542	617	844	648	822	843	846	775	706
805	719	844	143	587	763	769	40	108	287	269
806	702	601	252	577	108	694	599	573	565	9
807	429	544	86	458	117	697	126	511	672	856
808	783	878	807	660	518	761	760	740	495	373
809	711	584	256	878	812	523	286	761	113	545
810	440	588	706	769	15	704	868	739	627	726
811	9	797	535	650	854	172	625	495	527	831
812	403	380	382	665	837	573	778	447	599	83
813	758	652	660	843	846	775	745	518	760	807
814	599	744	428	52	352	571	429	512	415	418
815	855	413	48	608	703	93	561	142	412	534
256	71	369	724	195	28	5	6	363	3	175
257	112	632	512	419	31	559	347	454	465	670
258	399	691	870	706	441	663	180	874	793	641
259	303	870	441	858	874	691	793	641	683	702
260	193	653	400	171	674	332	743	347	683	465
261	698	497	850	748	374	170	74	642	427	175
263	356	585	315	327	442	882	54	333	578	153
271	103	582	120	198	838	677	593	256	556	320
272	474	747	258	774	672	133	510	287	311	412
274	190	852	594	854	749	22	816	212	462	184
275	232	511	847	211	843	846	775	762	111	545
282	22	285	143	177	595	102	814	180	212	368
442	76	605	207	685	714	722	38	653	442	50
266	71	193	128	134	87	236	5	185	6	718
267	762	340	661	733	511	143	546	584	473	424
268	674	195	5	6	257	359	71	582	838	653
269	430	836	736	237	546	209	301	639	19	610
270	698	863	374	185	642	427	714	363	3	784
273	723	87	422	147	555	154	585	850	134	748
281	20	221	160	204	224	61	786	715	561	604
315	844	868	763	845	580	321	527	767	812	108
334	68	881	847	590	317	704	60	767	172	506
395	709	126	812	362	721	321	17	855	111	169
396	847	269	881	876	793	652	848	708	843	846
400	510	780	672	258	774	177	666	887	501	537
401	747	769	766	837	764	280	847	869	430	48
417	836	856	878	665	581	858	518	687	403	516
324	718	569	128	89	330	213	70	236	676	481
325	526	469	471	184	668	474	285	568	817	491
326	708	253	577	456	798	652	848	313	855	843
327	621	456	313	577	554	252	418	92	538	830
328	23	779	858	357	476	877	529	836	655	683
329	770	424	458	727	511	762	86	864	523	781
330	629	887	550	818	413	546	761	449	255	584
331	368	348	397	145	366	595	298	526	779	558
332	877	517	227	432	331	499	856	249	806	515
333	251	334	353	216	491	471	469	328	524	259
402	642	374	823	397	392	348	417	478	427	175
489	474	822	177	83	329	270	146	313	324	256
490	274	742	280	167	244	275	415	52	827	523
585	226	556	870	673	11	748	506	400	750	874
685	663	867	779	113	121	383	55	400	869	303
686	3	477	698	465	175	481	850	427	748	754
337	605	119	328	33	315	76	685	67	714	723
338	213	422	154	76	38	465	787	87	203	722
345	235	396	220	259	751	402	154	876	391	348
369	502	162	234	664	667	460	622	550	662	561
385	196	492	328	33	337	119	816	490	90	483
492	375	259	334	120	75	526	122	836	675	786
636	347	705	663	70	572	327	578	505	378	682
698	684	621	577	456	445	554	253	565	495	624
703	304	231	476	302	113	569	825	799	218	169
713	657	574	243	768	500	568	747	55	155	774
784	736	647	687	732	789	734	639	836	581	649
349	652	60	51	527	616	68	172	96	274	610
350	664	502	162	36	622	550	847	667	591	376
351	9	166	163	321	843	846	775	704	842	534
368	261	728	750	593	794	122	272	779	851	630
882	549	96	256	48	434	786	732	645	267	647
360	535	456	244	621	577	554	767	253	830	313
362	9	844	721	166	91	791	534	17	617	843
363	563	657	574	568	768	506	500	110	559	454
366	624	241	684	864	312	706	621	495	763	253
367	879	621	252	253	554	313	456	577	280	534
871	852	881	594	860	386	880	179	708	790	827
403	727	432	586	373	453	878	856	762	99	234
410	474	792	822	329	603	324	676	412	251	248
412	546	814	461	525	278	661	558	42	379	559
413	660	518	878	760	711	373	740	690	495	546
352	429	99	86	130	472	670	762	709	513	451
353	623	730	146	725	729	770	370	679	836	232
354	514	599	864	761	487	241	313	679	542	415
355	554	456	253	577	313	92	830	538	487	276
356	502	162	609	664	36	591	667	550	453	786
357	619	592	256	581	668	146	742	262	520	370
359	241	587	312	864	684	763	844	621	830	599
547	162	664	667	622	609	550	591	36	662	381
665	551	666	823	83	430	814	643	473	581	778
673	278	430	736	835	376	63	647	522	169	551
677	877	856	666	560	836	432	717	581	792	638
371	198	582	838	123	261	589	176	675	437	748
372	852	386	543	724	854	598	826	636	611	872
373	366	368	690	173	646	459	211	524	397	348
374	75	39	168	859	593	748	779	392	836	246
375	155	465	674	692	478	559	123	603	3	397
376	349	611	543	636	386	782	594	724	826	872
377	741	514	620	864	708	487	573	241	495	624
378	559	512	3	679	560	628	632	761	465	562
379	708	702	628	679	836	880	822	843	846	775
380	833	564	821	662	651	583	878	842	687	649
381	474	324	822	258	809	83	329	805	546	672
382	379	393	234	608	871	561	877	20	683	169
383	722	685	714	653	76	315	644	489	416	816
479	595	366	690	562	524	465	348	173	877	397
615	394	471	849	701	814	787	850	792	748	179
82	506	200	481	298	38	213	521	118	569	676
83	135	683	13	759	867	392	701	142	97	540
86	843	479	842	681	637	205	536	530	449	846
386	352	133	336	668	879	881	682	251	145	278
387	604	742	393	234	721	647	17	634	362	855
388	572	817	635	663	419	508	495	347	283	498
415	449	637	536	603	419	474	579	247	865	324
416	680	524	217	877	632	174	799	465	236	301
419	135	850	463	137	332	2	199	56	257	139
421	776	433	836	785	735	95	681	792	254	623
531	510	672	671	701	849	851	509	670	774	666
532	735	785	31	113	525	572	508	205	815	368
535	641	488	441	818	540	480	43	57	387	823
536	417	642	497	540	803	392	148	713	781	861
537	703	227	139	748	862	417	857	490	249	142
681	829	553	694	630	748	254	21	23	495	787
712	445	559	679	368	465	632	684	256	690	600
389	421	536	100	347	387	508	119	324	13	641
390	587	445	830	624	761	864	312	562	495	621
391	400	15	242	320	826	872	701	795	867	636
392	805	423	283	285	780	184	814	444	110	32
393	843	842	758	797	645	441	876	721	874	9
394	572	663	347	817	682	415	635	167	741	413
519	781	458	861	762	148	765	727	709	687	472
520	724	136	594	543	55	636	598	852	854	611
521	55	337	483	710	713	325	97	492	196	683
522	326	377	378	268	505	532	531	748	750	332
499	373	403	372	739	101	382	47	811	615	380
500	226	506	94	425	258	522	672	203	726	685
501	103	584	218	661	786	859	256	176	551	733
502	216	69	491	838	689	849	67	251	582	675
503	615	665	473	373	770	101	545	47	834	143
504	665	518	807	372	760	566	415	143	660	615
505	698	427	348	468	484	803	466	175	497	171
506	259	353	334	75	120	122	675	850	11	526
507	502	522	162	664	430	591	234	609	622	52
508	326	388	531	505	532	268	378	544	839	546
509	388	505	326	377	532	268	531	498	112	747
510	546	871	669	604	778	234	109	567	814	586
511	382	739	403	511	473	665	546	256	747	855
512	551	453	162	83	502	664	550	591	433	472
513	380	403	739	83	665	510	672	887	774	351
514	183	733	836	260	355	645	691	160	786	859
515	31	616	511	545	473	433	573	661	610	584
516	372	101	47	545	665	762	373	727	132	733
517	781	148	861	458	837	86	415	545	413	795
518	551	381	733	453	460	561	581	546	603	382
660	551	162	453	83	443	821	449	550	186	502
661	443	663	342	479	447	614	765	727	730	550
662	777	743	556	836	814	581	778	877	546	786
664	572	616	691	347	498	11	682	817	795	877
666	444	443	446	455	762	616	511	770	679	836
667	559	615	284	285	162	821	737	443	479	476
668	379	806	92	833	778	301	83	262	654	737
669	473	511	256	770	836	866	628	661	610	581
670	162	664	502	447	36	551	381	591	448	609
671	536	449	701	809	683	31	530	849	452	247
672	722	714	499	865	302	610	87	329	725	685
687	553	829	695	495	694	565	364	696	584	498
688	553	880	829	542	708	495	573	847	112	693
689	364	848	693	52	696	95	827	172	20	652
728	270	687	111	355	389	662	783	424	83	677
772	668	832	702	571	565	847	848	708	467	830
773	694	570	457	487	744	696	704	513	534	313
774	732	734	789	745	708	647	758	383	793	876
864	734	732	730	756	647	736	835	645	865	727
423	193	850	195	5	363	266	6	360	339	857
424	501	672	177	774	603	474	510	808	887	673
425	375	353	75	334	675	122	120	526	392	23
426	183	266	383	71	195	674	686	193	493	850
427	589	593	793	845	368	392	546	810	837	259
428	397	478	271	857	775	392	183	787	417	544
429	436	3	478	863	803	401	263	714	203	279
430	883	53	747	776	589	55	230	122	400	433
431	280	860	413	333	599	741	590	364	20	245
432	244	415	413	761	256	535	343	679	762	382
433	16	421	761	661	747	620	679	836	762	595
434	585	685	207	315	787	686	489	400	363	38
435	195	193	257	260	493	494	337	71	339	686
443	375	353	259	75	120	675	122	526	838	582
444	686	698	420	350	470	326	426	213	685	464
445	507	685	718	220	421	585	468	154	239	605
446	325	819	119	703	337	536	15	490	43	791
447	3	784	329	823	579	271	759	436	630	753
448	391	642	497	392	713	803	332	227	688	703
449	329	822	474	603	683	533	177	805	57	258
450	400	387	841	867	860	701	683	490	851	857
451	377	388	532	505	531	268	378	468	395	402
452	356	882	54	475	359	153	578	333	207	498
453	606	33	196	722	119	492	181	490	816	857
454	822	324	474	401	603	805	412	177	784	270
455	569	718	481	89	489	676	128	213	714	250
456	249	227	525	499	633	76	787	38	576	200
457	688	713	463	743	477	417	387	750	653	813
458	327	356	475	274	882	54	207	787	671	748
459	338	718	220	154	187	66	417	483	749	28
460	330	816	569	605	718	481	89	442	863	787
461	703	392	606	33	400	683	328	722	119	227
462	442	685	207	578	328	396	315	333	385	857
463	714	653	585	605	442	315	76	686	396	416
464	685	395	750	442	266	260	350	493	494	195
465	196	492	387	483	606	400	97	710	266	707
466	402	354	875	367	426	841	494	484	493	360
467	712	555	849	326	420	22	134	193	37	784
468	195	71	5	185	6	360	363	257	28	749
469	483	755	754	543	533	539	636	585	840	692
470	196	337	606	483	387	328	674	257	97	722
471	826	872	724	543	598	386	611	594	349	773
472	374	427	171	484	468	497	175	642	395	348
473	707	392	490	869	227	400	142	742	862	249
474	332	688	463	387	683	417	743	477	55	497
475	401	753	175	329	555	334	459	32	474	579
476	598	782	773	464	543	636	611	400	230	497
477	749	395	394	686	504	850	266	748	857	816
493	338	367	875	841	426	360	674	494	493	195
494	453	762	270	511	381	584	383	733	433	727
495	327	882	54	359	153	207	475	578	333	772
496	254	88	430	735	785	199	629	137	122	720
497	356	475	674	193	327	54	882	339	257	195
498	679	661	359	415	706	503	762	761	93	850
625	762	627	381	86	453	546	666	502	551	733
626	458	746	152	549	511	35	277	450	745	162
635	642	417	391	698	171	374	803	463	175	713
714	583	602	687	878	649	835	533	651	762	811
753	89	569	330	481	718	474	805	250	213	329
780	435	434	833	821	662	814	551	602	667	733
782	821	662	651	454	814	602	546	786	551	447
790	354	875	367	325	338	38	426	315	828	605
436	278	515	866	581	706	672	616	704	859	432
437	388	531	532	326	505	377	378	674	257	5
438	797	485	708	706	352	767	719	541	668	817
439	762	584	355	822	761	256	474	679	83	389
440	814	545	559	143	113	834	92	792	632	444
441	469	778	471	661	146	412	380	225	168	267
480	327	356	54	153	359	475	578	207	333	484
481	195	5	6	369	354	257	71	185	339	674
482	410	647	721	17	169	634	111	91	63	363
483	195	71	5	257	493	185	816	369	28	6
484	595	368	690	145	646	850	173	348	524	22
485	875	354	338	426	494	841	863	416	493	360
486	567	379	234	856	604	669	654	551	546	786
487	739	382	665	380	843	858	842	83	811	679
488	362	647	63	169	17	721	732	91	789	24
551	226	673	29	559	843	846	775	521	512	881
616	332	713	688	642	813	653	417	497	823	803
631	494	466	363	266	816	863	367	354	338	104
632	493	875	367	266	354	466	338	363	134	816
663	559	465	512	117	226	3	203	560	347	100
717	871	221	379	786	814	856	551	473	581	706
614	704	806	844	702	708	843	846	775	706	542
545	808	485	753	563	574	501	110	151	657	774
546	774	258	508	808	672	500	887	177	572	510
549	470	824	464	773	751	482	350	302	857	724
550	377	532	326	388	268	378	531	747	400	869
637	881	626	352	719	671	845	689	750	880	701
638	707	201	43	536	123	484	133	433	177	508
639	248	572	682	817	663	508	347	251	26	495
640	685	653	605	416	315	857	722	330	76	175
