user_id,0,1,2,3,4,email_clicked
554b52c4-446c-4a81-80c0-0033ac11003d,151,152,557,709,378,[]
5551af6a-cc40-442d-9b49-0045ac110049,22,707,867,541,709,[]
55520326-2134-46dc-8029-0045ac110049,75,351,707,867,213,[]
55545fa0-19e8-4b41-950b-0045ac110049,22,67,78,94,112,[]
55547f07-a1c4-47f9-8acc-0041ac110019,110,112,557,709,712,[]
555992a9-c144-4403-9fa6-0043ac110019,191,25,119,195,219,[]
5559d549-e818-435f-a7b7-0043ac110019,170,528,75,232,488,[]
5559f806-0ffc-4d43-83e8-0042ac110019,276,116,203,210,279,[]
5559fb40-f394-40cd-874c-0047ac110049,172,41,62,183,104,[]
555a00df-3c0c-49a4-9e47-0047ac110049,578,707,867,557,548,[]
555b04c2-cfe0-48b1-b934-0047ac110049,191,242,251,133,189,[]
555c40cc-3de8-4bfb-b2ea-004fac110019,213,557,709,707,867,[]
555cb469-fda0-4d59-bcf1-0050ac110019,177,179,302,311,512,[]
555da685-bcac-487e-8248-0052ac110019,166,48,110,168,171,[]
555db73d-eedc-43a3-a2cb-0050ac110019,41,114,116,167,172,[]
555dbdfd-a928-44f5-8bda-0051ac110049,88,163,177,183,654,[]
555e4e98-1cb4-43e4-9713-0051ac110019,208,110,175,207,557,[]
5563153d-dddc-43f8-b00e-0051ac110049,34,178,48,707,867,[]
55632d5a-39e8-4e13-9a6e-004fac110049,34,166,540,628,619,[]
55646e62-2aa4-4c6f-bb75-004fac110049,141,169,177,180,184,[]
5564a4a1-50ac-46be-aaf2-0050ac110049,13,199,205,798,776,[]
5565da73-7b74-429b-9d49-0053ac110019,69,157,185,501,646,[]
556d7542-9708-4674-9fe2-0053ac110049,115,191,11,13,22,[]
55700965-f338-42d5-bc09-005aac110019,185,707,867,557,541,[]
55701889-7bdc-41c8-95fe-0056ac110049,138,189,35,60,143,[]
55706397-87b0-42c6-8e86-0056ac110049,206,197,116,50,51,[]
5571f84b-f43c-4c01-9334-005bac110019,345,21,220,271,2,[]
5577dfe1-8568-4be9-95f1-0056ac110049,510,146,190,227,253,[]
557ebdba-f440-49f8-80f1-005dac110019,370,201,191,133,220,[]
55804b7c-63f0-479c-877e-005bac110019,273,62,5,99,163,[]
5582db0c-4744-4c2f-9782-005cac110019,114,23,41,47,73,[]
55883f38-8fd8-4e9f-8675-0057ac110049,54,707,867,557,314,[]
5588d565-4d80-462f-95e7-005bac110019,60,437,73,116,163,[]
55893d77-17a0-4f22-b08f-005bac110019,54,314,673,122,707,[]
558a2f86-cd80-4941-a34d-005bac110019,217,34,324,158,92,[]
558abd31-7044-43b7-bfce-0057ac110049,235,197,545,707,867,[]
558c20bb-24ec-41e3-a4c9-0058ac110049,54,707,867,557,314,[]
558cccbd-3660-4d14-9984-0058ac110049,232,557,707,867,709,[]
55914d88-1420-4868-b72c-0059ac110049,270,635,676,557,402,[]
55955393-b180-488d-971c-0038ac110055,3,177,29,51,84,[]
559aeea4-8f04-4207-9a09-003bac110055,4,116,219,461,557,[]
559d699f-617c-45f9-8f5c-0031ac11002b,191,220,312,798,557,[]
559f8999-7810-4495-9f7f-0033ac11002b,187,14,139,146,196,[]
559f9f11-7978-4104-88fb-0031ac11002b,139,707,867,2,557,[]
55a13623-fe98-4756-8e01-0028ac11000d,174,165,212,35,116,[]
55a37d06-fcac-41b7-b6e3-0032ac11002b,301,69,130,152,187,[]
55a4fa2c-0c00-41da-bc00-0031ac11002b,193,95,200,216,318,[]
55a5845a-c4a4-4aa4-a204-0027ac11000d,220,707,867,557,709,[]
55a63566-58cc-4d64-9ed8-0033ac11002b,191,44,108,112,126,[]
55a658dd-49b4-4c6b-8162-0032ac11002b,189,707,867,541,557,[]
55a67d38-fda0-4425-9baa-0033ac11002b,707,867,541,709,557,[]
55a8ec4b-1938-4308-b985-0037ac110013,53,168,326,75,211,[]
55ae2def-1aa0-41b3-9c0e-0035ac110013,218,253,312,201,140,[]
55ae5334-4108-4a17-a6e3-0039ac110013,4,116,158,166,171,[]
55aea399-da60-4cf6-98e0-0036ac110013,216,261,273,337,283,[]
55b0cfaf-69a8-4147-ab8e-0048ac110013,53,113,39,72,106,[]
55b0d407-68a8-4305-bdfe-0043ac110013,110,210,243,331,48,[]
55b78dc7-1090-4078-986e-0028ac110019,219,707,867,557,461,[]
55b8f420-5538-47a7-8e48-0027ac110019,218,776,223,798,482,[]
55bf2016-9374-41fa-aaca-003eac11000d,215,707,867,13,557,[]
55c0f881-75e4-465f-9ccc-0045ac110019,187,347,146,215,227,[]
55c35b4f-4370-427a-abf6-0043ac110019,142,707,867,557,709,[]
55c88c02-d314-4493-877a-0044ac110019,9,11,13,55,115,[]
55c9b834-5248-4804-a12b-0027ac11000d,163,178,182,204,210,[]
55ca2834-c52c-48e9-a925-0046ac11000d,157,531,147,577,707,[]
55cb3239-fa88-423e-a9fc-003aac11000d,55,115,179,189,191,[]
55cc73f4-ff08-4565-909d-0047ac11000d,114,283,147,166,169,[]
55cdd80a-a908-425d-9d96-0047ac11000d,263,34,76,161,217,[]
55cfee09-99c8-4f85-ac97-0047ac11000d,134,201,776,798,534,[]
55d1edcc-2be8-428f-a21f-0042ac11000d,120,168,503,86,108,[]
55d2cc71-3798-4785-ab51-0047ac11000d,439,133,194,370,759,[]
55e05586-105c-4b30-9b96-0055ac11000d,168,707,867,557,239,[]
55e54f7a-550c-4174-8a3d-004cac11000d,18,157,219,339,437,[]
55f1672f-1d24-4c98-a4f3-0037ac11000d,207,209,707,867,557,[]
55f692f3-cd9c-44a3-9326-0053ac11000d,67,118,121,133,152,[]
55f6c5ef-5264-4ad8-b0ef-003cac11000d,52,69,168,169,356,[]
55fac04e-f324-4da2-a6b9-0048ac11000d,227,431,707,867,458,[]
55fae1fd-4b60-49c6-84f2-0048ac11000d,336,386,798,776,223,[]
55fcde49-d1e0-4055-9636-0048ac11000d,116,261,672,707,867,[]
56050754-e2c8-4f44-9a2d-0053ac11000d,196,301,87,109,227,[]
56050dfa-d400-45e6-ae95-0053ac11000d,226,201,225,503,504,[]
5608bec0-fa78-4da0-a6a2-0040ac11000d,269,218,327,347,175,[]
56091add-2a18-4396-97b2-0041ac11000d,470,101,183,88,385,[]
560e4cc2-2f14-49da-94b7-0059ac11000d,243,110,147,178,203,[]
560e833e-1a14-4ac1-bbe3-0058ac11000d,236,557,707,867,709,[]
5611a24d-ed94-4645-a3ac-004aac11000d,434,464,263,462,463,[]
561294b9-6f6c-436c-99e7-0057ac11000d,210,189,254,304,381,[]
56162d19-a890-4acc-93ed-004aac11000d,116,238,5,159,249,[]
561671e1-1934-44ea-b208-004aac11000d,707,867,557,709,210,[]
56192c94-cdfc-4861-a2a7-004aac11000d,200,216,242,262,87,[]
561badfa-e0cc-4a50-bbeb-004cac11000d,262,216,279,53,95,[]
561bc8ef-c090-490e-bf59-0028ac11000d,215,217,279,695,689,[]
561e1370-67a8-49fe-bad1-003fac11000d,201,215,353,87,108,[]
561fa948-383c-459f-92e4-0045ac11000d,35,234,138,322,537,[]
561fffec-5aec-4317-ad90-0046ac11000d,257,224,309,525,557,[]
56215356-45e4-4f17-a3bc-0024ac11000d,174,177,191,206,219,[]
5624e823-2130-4b32-879f-0044ac11000d,53,216,95,200,252,[]
56262825-e5d4-49cc-8845-0045ac11000d,202,263,110,462,477,[]
562639ac-5450-4ed8-9b05-0047ac11000d,187,22,24,55,87,[]
56264ee1-bc38-4200-82a7-0034ac11000d,238,147,154,156,179,[]
5626874d-84a4-4894-aa6c-0046ac11000d,72,251,279,70,609,[]
5627a675-bd90-4da9-b1a9-0046ac11000d,257,557,709,707,867,[]
562d25a9-c998-4218-bde0-004fac11000d,276,280,282,609,698,[]
562f8325-35f0-4819-b398-004dac11000d,302,73,650,83,174,[]
562fa0c6-ddf8-4c55-8eeb-004eac11000d,161,199,249,96,248,[]
56320857-cb7c-4587-bad8-004fac11000d,260,707,867,557,709,[]
56324d45-cb18-4ce1-8153-0039ac11000d,707,867,252,709,402,[]
563257be-13b0-47a7-8ac7-0050ac11000d,335,557,707,867,607,[]
563326d3-7718-47fe-ac9f-003bac11000d,245,217,276,142,155,[]
563806ad-0ae0-4936-8186-0050ac11000d,120,133,237,244,36,[]
5638b120-f67c-45d5-9afd-003aac11000d,48,298,790,557,461,[]
5638bc68-45e8-4bd7-80a9-003bac11000d,280,187,327,326,191,[]
563b5d8e-dfe8-47c8-97d0-0050ac11000d,42,197,202,249,267,[]
563b7b8e-8d5c-40e4-9659-0050ac11000d,266,421,484,852,860,[]
5641dc37-b5d4-41a2-b80c-0057ac11000d,48,73,76,96,274,[]
56421ecb-6480-4099-bfd7-0057ac11000d,195,183,302,189,304,[]
5643b8b0-8e08-495c-a11b-00360a2a73a5,269,707,867,557,239,[]
5645d3b5-ac18-4cb5-b406-002d0a2a5fa8,514,587,168,177,425,[]
564856ff-4214-4e54-b4e3-00330a2ac408,204,243,274,203,363,[]
5649de69-2dd0-4242-bb08-00300a2a0e2d,243,707,867,557,709,[]
564dd425-f5c0-4a54-9202-00330a2a20d7,227,431,707,867,458,[]
564de013-5fb8-4f8f-836e-00310a2af835,707,867,210,541,709,[]
564dfd01-7194-4f91-8874-00320a2a63e6,249,557,707,867,402,[]
5655c779-b664-40d5-874d-02a50a2aec9d,246,31,205,269,286,[]
5655d362-81d0-488a-8118-02a70a2aec9d,257,707,867,557,709,[]
5656ef28-e388-4b49-9f6f-036d0a2aec9d,253,168,8,118,121,[]
565c66d2-8a98-4559-8139-021c0a2a08ac,276,368,371,707,867,[]
565c8761-eb90-4ea1-bfea-02240a2a08ac,707,867,557,210,709,[]
565f5cf8-213c-4c3b-85e2-02800a2a08ac,206,732,15,94,97,[]
5661bc15-6cfc-43c2-bc8b-007f0a2addee,183,188,581,161,204,[]
566579ad-7088-406d-a524-00320a2a5969,206,219,557,707,867,[]
5666fc1f-523c-4b22-8be6-00c30a2a5969,77,252,274,278,279,[]
56695a89-6630-447f-beab-01ba0a2a5969,707,867,541,709,557,[]
566e82eb-4e70-4a64-9fb9-01200a2a640e,209,707,867,557,776,[]
566f0bb9-b900-432f-8abb-002e0a2ac458,187,196,253,689,609,[]
566f19ac-eba0-43cf-97ab-002d0a2ac458,271,501,180,261,311,[]
566fe218-fbf4-44c8-9e55-00300a2a64f0,259,11,258,304,664,[]
567124c5-9230-4937-af7f-004f0a2ae4d8,278,280,301,91,13,[]
5671597f-10a8-459c-85c3-005b0a2ae4d8,78,179,248,261,344,[]
5672a8dc-4c9c-4399-8c87-00b10a2ae3a4,282,557,707,867,231,[]
5677fbc4-81bc-428b-b72f-03c30a2ae3a4,106,115,136,251,280,[]
56781cfb-27e4-4b68-8ee5-00300a2afd60,364,529,432,242,251,[]
568d4c15-5570-4456-85f0-041a0a2afd60,301,303,312,707,867,[]
568fd1b8-d224-4358-86e1-06aa0a2a883c,2,153,99,474,557,[]
5690126f-d2dc-475b-b81a-06ba0a2a883c,249,286,25,31,73,[]
569484f9-5dcc-4d34-a2cc-08470a2a883c,97,142,206,183,707,[]
5694ff6c-4f10-46bc-b110-05aa0a2afd60,287,111,242,251,302,[]
56967bf7-e9bc-417d-bf35-05f10a2afd60,278,557,707,867,15,[]
5697c4ea-0ca0-49e4-86b9-062a0a2afd60,259,258,707,867,685,[]
5698238f-2230-4926-bc88-063a0a2afd60,333,205,218,353,46,[]
569cd631-5948-4caa-b294-06e20a2afd60,685,133,225,258,259,[]
569ce9e9-a8d8-430e-8af8-06e10a2afd60,387,259,29,69,113,[]
569d088b-1648-4cfb-973f-06e20a2afd60,206,557,707,867,709,[]
569d1b9d-e078-4f88-a6ea-0a930a2a883c,647,707,867,648,557,[]
569e8f5b-8e70-4274-b529-07450a2afd60,96,328,726,787,443,[]
569f98e3-10c4-42c7-a9b2-0b3f0a2a883c,285,228,307,707,867,[]
569facdf-4e30-4182-9ca9-07b50a2afd60,101,118,150,153,159,[]
569fc463-cb7c-47e1-82fe-0b440a2a883c,278,91,217,280,284,[]
56a251e9-6100-48fd-856c-087d0a2afd60,273,707,867,557,150,[]
56a5fef1-7554-4b29-823e-092c0a2afd60,589,21,29,47,90,[]
56a76a26-5474-4dd7-b57d-096d0a2afd60,237,557,707,867,709,[]
56a7961b-bde0-4b97-b883-0d6c0a2a883c,251,557,707,867,609,[]
56a7aa1e-6120-4062-bdc3-0d6e0a2a883c,218,707,867,557,357,[]
56a7b316-4658-4672-92b7-0d700a2a883c,280,333,15,16,44,[]
56a7ffc4-dca8-4ae5-b782-09950a2afd60,369,403,413,345,412,[]
56a8ca93-ef60-4231-bd39-0dc40a2a883c,302,557,707,867,551,[]
56a8f050-aa1c-4e81-8ef1-09c90a2afd60,274,263,203,615,869,[]
56abda14-e980-4620-b3ad-0a720a2afd60,339,5,270,632,423,[]
56b0d944-2e68-4df0-99d2-10060a2a883c,238,339,505,580,471,[]
56b0f1e1-0ef8-4c67-a959-10060a2a883c,314,534,582,665,122,[]
56b20572-edc8-4eed-890f-0ca90a2afd60,328,629,557,707,867,[]
56b21f10-4528-4138-8138-0cb00a2afd60,256,339,73,208,203,[]
56b227d6-f398-455a-a2ba-0cb90a2afd60,196,253,707,867,557,[]
56b2737f-d100-4c93-8bc4-10770a2a883c,375,29,41,256,270,[]
56b3dadc-4ba8-477e-ab4a-0d540a2afd60,707,867,541,709,557,[]
56b45431-4488-43ed-9faf-11240a2a883c,553,183,213,233,52,[]
56b85012-d33c-4b5f-bacb-00c50a2af616,5,6,240,268,339,[]
56b8d4a2-8164-4cf7-ba60-11000a2afd60,346,201,312,612,776,[]
56bb3eda-b4d8-42aa-bb9a-134f0a2afd60,230,246,14,115,190,[]
56bdc09d-798c-440f-8db8-023e0a2af616,187,196,298,325,486,[]
56c0a8b5-f6f0-4fca-ae55-011c0a2a3ca6,187,201,230,280,312,[]
56c1e3a5-5644-498e-8ac6-01940a2a6be7,196,187,707,867,312,[]
56c244b5-1210-4530-b3e1-01bf0a2a6be7,203,204,274,707,867,[]
56c2de0e-f1fc-4651-861b-01f90a2a3ca6,27,307,321,345,357,[]
56c31212-73e0-43b9-9195-02080a2a6be7,333,31,286,321,25,[]
56c31df3-08cc-4574-83af-020a0a2a6be7,249,557,707,867,402,[]
56c4e4bf-c844-43c3-8e97-02b50a2a6be7,286,325,570,231,639,[]
56c5a056-eae4-4e2b-b11d-02d40a2a3ca6,116,48,283,707,867,[]
56c62805-1d38-402b-84d6-03120a2a3ca6,165,707,867,174,212,[]
56c68a0e-20fc-4a5e-ab2f-03450a2a6be7,41,110,261,98,248,[]
56cdd471-f020-4357-8fa6-05460a2a3ca6,353,230,109,120,122,[]
56d0378b-bcb4-4490-a433-06450a2a6be7,276,311,217,315,344,[]
56d42842-93a4-4ee9-be19-06c30a2a3ca6,30,274,452,495,462,[]
