user_id,0,1,2,3,4,emailed
562f8325-35f0-4819-b398-004dac11000d,598,336,480,165,148,[]
562fa0c6-ddf8-4c55-8eeb-004eac11000d,40,705,214,457,682,[]
56320857-cb7c-4587-bad8-004fac11000d,3,457,29,51,184,[]
56324d45-cb18-4ce1-8153-0039ac11000d,252,84,179,161,257,[]
563257be-13b0-47a7-8ac7-0050ac11000d,3,187,177,326,547,[]
563326d3-7718-47fe-ac9f-003bac11000d,245,480,164,336,148,[]
563806ad-0ae0-4936-8186-0050ac11000d,111,3,252,29,157,[]
5638b120-f67c-45d5-9afd-003aac11000d,507,180,673,590,42,[]
5638bc68-45e8-4bd7-80a9-003bac11000d,280,187,598,3,567,[]
563b5d8e-dfe8-47c8-97d0-0050ac11000d,40,766,133,111,457,[]
563b7b8e-8d5c-40e4-9659-0050ac11000d,187,344,280,100,684,[]
5641dc37-b5d4-41a2-b80c-0057ac11000d,682,567,598,449,517,[]
56421ecb-6480-4099-bfd7-0057ac11000d,40,336,195,165,528,[]
5643b8b0-8e08-495c-a11b-00360a2a73a5,336,507,271,201,44,[]
5645d3b5-ac18-4cb5-b406-002d0a2a5fa8,336,522,243,509,514,[]
564856ff-4214-4e54-b4e3-00330a2ac408,682,165,285,498,29,[]
5649de69-2dd0-4242-bb08-00300a2a0e2d,249,187,301,325,491,[]
564dd425-f5c0-4a54-9202-00330a2a20d7,325,336,421,368,272,[]
564de013-5fb8-4f8f-836e-00310a2af835,319,345,526,245,147,[]
564dfd01-7194-4f91-8874-00320a2a63e6,457,472,243,587,3,[]
5655c779-b664-40d5-874d-02a50a2aec9d,8,43,3,336,271,[]
5655d362-81d0-488a-8118-02a70a2aec9d,3,133,245,177,326,[]
5656ef28-e388-4b49-9f6f-036d0a2aec9d,567,40,336,41,421,[]
565c66d2-8a98-4559-8139-021c0a2a08ac,319,345,526,245,147,[]
565c8761-eb90-4ea1-bfea-02240a2a08ac,319,345,526,245,147,[]
565f5cf8-213c-4c3b-85e2-02800a2a08ac,567,598,705,3,421,[]
5661bc15-6cfc-43c2-bc8b-007f0a2addee,598,567,183,336,240,[]
566579ad-7088-406d-a524-00320a2a5969,3,336,535,675,29,[]
5666fc1f-523c-4b22-8be6-00c30a2a5969,567,598,480,148,706,[]
56695a89-6630-447f-beab-01ba0a2a5969,219,8,278,187,847,[]
566e82eb-4e70-4a64-9fb9-01200a2a640e,201,186,336,396,13,[]
566f0bb9-b900-432f-8abb-002e0a2ac458,3,336,421,370,194,[]
566f19ac-eba0-43cf-97ab-002d0a2ac458,319,8,669,240,233,[]
566fe218-fbf4-44c8-9e55-00300a2a64f0,3,186,214,336,285,[]
567124c5-9230-4937-af7f-004f0a2ae4d8,567,40,705,421,3,[]
5671597f-10a8-459c-85c3-005b0a2ae4d8,3,336,43,457,472,[]
5672a8dc-4c9c-4399-8c87-00b10a2ae3a4,682,3,400,285,71,[]
5677fbc4-81bc-428b-b72f-03c30a2ae3a4,567,40,3,705,41,[]
56781cfb-27e4-4b68-8ee5-00300a2afd60,705,233,522,3,567,[]
568d4c15-5570-4456-85f0-041a0a2afd60,547,567,186,336,421,[]
568fd1b8-d224-4358-86e1-06aa0a2a883c,81,100,457,165,71,[]
5690126f-d2dc-475b-b81a-06ba0a2a883c,52,457,3,472,673,[]
569484f9-5dcc-4d34-a2cc-08470a2a883c,42,682,186,336,535,[]
5694ff6c-4f10-46bc-b110-05aa0a2afd60,547,567,214,3,368,[]
56967bf7-e9bc-417d-bf35-05f10a2afd60,233,3,187,177,219,[]
5697c4ea-0ca0-49e4-86b9-062a0a2afd60,275,387,282,259,55,[]
5698238f-2230-4926-bc88-063a0a2afd60,567,336,43,3,333,[]
569cd631-5948-4caa-b294-06e20a2afd60,43,3,214,336,480,[]
569ce9e9-a8d8-430e-8af8-06e10a2afd60,40,336,457,706,285,[]
569d088b-1648-4cfb-973f-06e20a2afd60,3,186,336,535,675,[]
569d1b9d-e078-4f88-a6ea-0a930a2a883c,3,186,336,535,675,[]
569e8f5b-8e70-4274-b529-07450a2afd60,3,669,336,400,706,[]
569f98e3-10c4-42c7-a9b2-0b3f0a2a883c,219,245,278,529,9,[]
569facdf-4e30-4182-9ca9-07b50a2afd60,682,567,480,148,326,[]
569fc463-cb7c-47e1-82fe-0b440a2a883c,598,197,3,421,29,[]
56a251e9-6100-48fd-856c-087d0a2afd60,286,116,60,338,47,[]
56a5fef1-7554-4b29-823e-092c0a2afd60,165,40,480,522,567,[]
56a76a26-5474-4dd7-b57d-096d0a2afd60,111,3,29,51,151,[]
56a7961b-bde0-4b97-b883-0d6c0a2a883c,547,567,3,356,8,[]
56a7aa1e-6120-4062-bdc3-0d6e0a2a883c,547,567,3,186,336,[]
56a7b316-4658-4672-92b7-0d700a2a883c,40,3,41,567,336,[]
56a7ffc4-dca8-4ae5-b782-09950a2afd60,547,3,457,252,156,[]
56a8ca93-ef60-4231-bd39-0dc40a2a883c,245,368,43,326,3,[]
56a8f050-aa1c-4e81-8ef1-09c90a2afd60,682,480,522,148,717,[]
56abda14-e980-4620-b3ad-0a720a2afd60,40,480,81,148,457,[]
56b0d944-2e68-4df0-99d2-10060a2a883c,480,148,457,472,164,[]
56b0f1e1-0ef8-4c67-a959-10060a2a883c,598,3,336,272,400,[]
56b20572-edc8-4eed-890f-0ca90a2afd60,3,177,271,227,29,[]
56b21f10-4528-4138-8138-0cb00a2afd60,186,336,271,52,717,[]
56b227d6-f398-455a-a2ba-0cb90a2afd60,3,370,194,421,93,[]
56b2737f-d100-4c93-8bc4-10770a2a883c,40,457,472,52,48,[]
56b3dadc-4ba8-477e-ab4a-0d540a2afd60,249,187,301,325,491,[]
56b45431-4488-43ed-9faf-11240a2a883c,598,165,519,336,100,[]
56b85012-d33c-4b5f-bacb-00c50a2af616,40,509,336,480,81,[]
56b8d4a2-8164-4cf7-ba60-11000a2afd60,336,327,186,706,516,[]
56bb3eda-b4d8-42aa-bb9a-134f0a2afd60,567,3,336,186,285,[]
56bdc09d-798c-440f-8db8-023e0a2af616,3,186,336,421,177,[]
56c0a8b5-f6f0-4fca-ae55-011c0a2a3ca6,3,336,186,421,29,[]
56c1e3a5-5644-498e-8ac6-01940a2a6be7,3,186,336,421,370,[]
56c244b5-1210-4530-b3e1-01bf0a2a6be7,682,522,165,319,285,[]
56c2de0e-f1fc-4651-861b-01f90a2a3ca6,27,3,400,457,285,[]
56c31212-73e0-43b9-9195-02080a2a6be7,336,480,245,148,506,[]
56c31df3-08cc-4574-83af-020a0a2a6be7,457,472,243,587,3,[]
56c4e4bf-c844-43c3-8e97-02b50a2a6be7,43,3,245,271,42,[]
56c5a056-eae4-4e2b-b11d-02d40a2a3ca6,480,319,148,243,165,[]
56c62805-1d38-402b-84d6-03120a2a3ca6,174,437,100,286,325,[]
56c68a0e-20fc-4a5e-ab2f-03450a2a6be7,40,472,52,632,42,[]
56cdd471-f020-4357-8fa6-05460a2a3ca6,567,3,111,186,336,[]
56d0378b-bcb4-4490-a433-06450a2a6be7,40,148,457,245,336,[]
56d42842-93a4-4ee9-be19-06c30a2a3ca6,682,3,480,627,449,[]
